"ORIGINAL"	"DBFIELD"	"TYPE"
"ContractFolderStatus - LocatedContractingParty - ParentLocatedParty - ParentLocatedParty - PartyIdentification - ID"	"LocatedContractingParty_ParentLocatedParty_ID"	"string"
"ContractFolderStatus - LocatedContractingParty - ParentLocatedParty - ParentLocatedParty - PartyName - Name"	"LocatedContractingParty_ParentLocatedParty_Name"	"string"
"ContractFolderStatus - LocatedContractingParty - Party - Contact - ElectronicMail"	"LocatedContractingParty_Contact_ElectronicMail"	"string"
"ContractFolderStatus - LocatedContractingParty - Party - Contact - Name"	"LocatedContractingParty_Contact_Name"	"string"
"ContractFolderStatus - LocatedContractingParty - Party - Contact - Telefax"	"LocatedContractingParty_Contact_Telefax"	"string"
"ContractFolderStatus - LocatedContractingParty - Party - Contact - Telephone"	"LocatedContractingParty_Contact_Telephone"	"string"
"ContractFolderStatus - LocatedContractingParty - Party - PostalAddress - AddressLine - Line"	"LocatedContractingParty_PostalAddress_AddressLine"	"string"
"ContractFolderStatus - LocatedContractingParty - Party - PostalAddress - CityName"	"LocatedContractingParty_PostalAddress_CityName"	"string"
"ContractFolderStatus - LocatedContractingParty - Party - PostalAddress - Country - IdentificationCode"	"LocatedContractingParty_Country_IdentificationCode"	"string"
"ContractFolderStatus - LocatedContractingParty - Party - PostalAddress - Country - Name"	"LocatedContractingParty_Country_Name"	"string"
"ContractFolderStatus - LocatedContractingParty - Party - PostalAddress - PostalZone"	"LocatedContractingParty_PostalAddress_PostalZone"	"string"
"ContractFolderStatus - LocatedContractingParty - Party - WebsiteURI"	"LocatedContractingParty_WebsiteURI"	"string"
"ContractFolderStatus - ProcurementProject - ContractExtension - OptionsDescription"	"ProcurementProject_ContractExtension_OptionsDescription"	"string"
"ContractFolderStatus - ProcurementProject - ContractExtension - OptionValidityPeriod - Description"	"ProcurementProject_ContractExtension_OptionValidityPeriod_Description"	"string"
"ContractFolderStatus - ProcurementProjectLot - ProcurementProject - RealizedLocation - Address - CityName"	"ProcurementProjectLot_ProcurementProject_RealizedLocation_Address_CityName"	"string"
"ContractFolderStatus - ProcurementProjectLot - ProcurementProject - RealizedLocation - Address - Country - IdentificationCode"	"ProcurementProjectLot_ProcurementProject_RealizedLocation_Country_IdentificationCode"	"string"
"ContractFolderStatus - ProcurementProjectLot - ProcurementProject - RealizedLocation - Address - Country - Name"	"ProcurementProjectLot_ProcurementProject_RealizedLocation_Country_Name"	"string"
"ContractFolderStatus - ProcurementProjectLot - ProcurementProject - RealizedLocation - Address - PostalZone"	"ProcurementProjectLot_ProcurementProject_RealizedLocation_Address_PostalZone"	"string"
"ContractFolderStatus - ProcurementProjectLot - ProcurementProject - RealizedLocation - CountrySubentityCode"	"ProcurementProjectLot_ProcurementProject_RealizedLocation_CountrySubentityCode"	"string"
"ContractFolderStatus - ProcurementProjectLot - ProcurementProject - RealizedLocation - CountrySubentity"	"ProcurementProjectLot_ProcurementProject_RealizedLocation_CountrySubentity"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - AwardingTerms - AwardingCriteria - AwardingCriteriaSubTypeCode"	"ProcurementProjectLot_TenderingTerms_AwardingTerms_AwardingCriteria_AwardingCriteriaSubTypeCode"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - AwardingTerms - AwardingCriteria - AwardingCriteriaTypeCode"	"ProcurementProjectLot_TenderingTerms_AwardingTerms_AwardingCriteria_AwardingCriteriaTypeCode"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - AwardingTerms - AwardingCriteria - Description"	"ProcurementProjectLot_TenderingTerms_AwardingTerms_AwardingCriteria_Description"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - AwardingTerms - AwardingCriteria - Note"	"ProcurementProjectLot_TenderingTerms_AwardingTerms_AwardingCriteria_Note"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - AwardingTerms - AwardingCriteria - WeightNumeric"	"ProcurementProjectLot_TenderingTerms_AwardingTerms_AwardingCriteria_WeightNumeric"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - TendererQualificationRequest - FinancialEvaluationCriteria - Description"	"ProcurementProjectLot_TenderingTerms_TendererQualificationRequest_FinancialEvaluationCriteria_Description"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - TendererQualificationRequest - FinancialEvaluationCriteria - EvaluationCriteriaTypeCode"	"ProcurementProjectLot_TenderingTerms_TendererQualificationRequest_FinancialEvaluationCriteria_EvaluationCriteriaTypeCode"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - TendererQualificationRequest - FinancialEvaluationCriteria - ThresholdQuantity"	"ProcurementProjectLot_TenderingTerms_TendererQualificationRequest_FinancialEvaluationCriteria_ThresholdQuantity"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - TendererQualificationRequest - SpecificTendererRequirement - Description"	"ProcurementProjectLot_TenderingTerms_TendererQualificationRequest_SpecificTendererRequirement_Description"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - TendererQualificationRequest - SpecificTendererRequirement - RequirementTypeCode"	"ProcurementProjectLot_TenderingTerms_TendererQualificationRequest_SpecificTendererRequirement_RequirementTypeCode"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - TendererQualificationRequest - TechnicalEvaluationCriteria - Description"	"ProcurementProjectLot_TenderingTerms_TendererQualificationRequest_TechnicalEvaluationCriteria_Description"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - TendererQualificationRequest - TechnicalEvaluationCriteria - EvaluationCriteriaTypeCode"	"ProcurementProjectLot_TenderingTerms_TendererQualificationRequest_TechnicalEvaluationCriteria_EvaluationCriteriaTypeCode"	"string"
"ContractFolderStatus - ProcurementProjectLot - TenderingTerms - TendererQualificationRequest - TechnicalEvaluationCriteria - ThresholdQuantity"	"ProcurementProjectLot_TenderingTerms_TendererQualificationRequest_TechnicalEvaluationCriteria_ThresholdQuantity"	"string"
"ContractFolderStatus - ProcurementProject - RealizedLocation - Address - Country - IdentificationCode"	"ProcurementProject_RealizedLocation_Country_IdentificationCode"	"string"
"ContractFolderStatus - ProcurementProject - RealizedLocation - Address - Country - Name"	"ProcurementProject_RealizedLocation_Country_Name"	"string"
"ContractFolderStatus - ProcurementProject - RealizedLocation - Address - PostalZone"	"ProcurementProject_RealizedLocation_Address_PostalZone"	"string"
"ContractFolderStatus - TechnicalDocumentReference - Attachment - ExternalReference - DocumentHash"	"TechnicalDocumentReference_DocumentHash"	"string"
"ContractFolderStatus - TenderingProcess - AuctionTerms - AuctionConstraintIndicator"	"TenderingProcess_AuctionTerms_AuctionConstraintIndicator"	"string"
"ContractFolderStatus - TenderingProcess - ContractingSystemCode"	"TenderingProcess_ContractingSystemCode"	"string"
"ContractFolderStatus - TenderingProcess - DocumentAvailabilityPeriod - EndDate"	"TenderingProcess_DocumentAvailabilityPeriod_EndDate"	"string"
"ContractFolderStatus - TenderingProcess - DocumentAvailabilityPeriod - EndTime"	"TenderingProcess_DocumentAvailabilityPeriod_EndTime"	"string"
"ContractFolderStatus - TenderingProcess - EconomicOperatorShortList - ExpectedQuantity"	"TenderingProcess_EconomicOperatorShortList_ExpectedQuantity"	"string"
"ContractFolderStatus - TenderingProcess - EconomicOperatorShortList - LimitationDescription"	"TenderingProcess_EconomicOperatorShortList_LimitationDescription"	"string"
"ContractFolderStatus - TenderingProcess - EconomicOperatorShortList - MaximumQuantity"	"TenderingProcess_EconomicOperatorShortList_MaximumQuantity"	"string"
"ContractFolderStatus - TenderingProcess - EconomicOperatorShortList - MinimumQuantity"	"TenderingProcess_EconomicOperatorShortList_MinimumQuantity"	"string"
"ContractFolderStatus - TenderingProcess - LotsCombinationContractingAuthorityRights"	"TenderingProcess_LotsCombinationContractingAuthorityRights"	"string"
"ContractFolderStatus - TenderingProcess - MaximumLotPresentationQuantity"	"TenderingProcess_MaximumLotPresentationQuantity"	"string"
"ContractFolderStatus - TenderingProcess - MaximumTendererAwardedLotsQuantity"	"TenderingProcess_MaximumTendererAwardedLotsQuantity"	"string"
"ContractFolderStatus - TenderingProcess - OverThresholdIndicator"	"TenderingProcess_OverThresholdIndicator"	"string"
"ContractFolderStatus - TenderingProcess - PartPresentationCode"	"TenderingProcess_PartPresentationCode"	"string"
"ContractFolderStatus - TenderingProcess - SubmissionMethodCode"	"TenderingProcess_SubmissionMethodCode"	"string"
"ContractFolderStatus - TenderingProcess - UrgencyCode"	"TenderingProcess_UrgencyCode"	"string"
"ContractFolderStatus - TenderingTerms - AllowedSubcontractTerms - Description"	"TenderingTerms_AllowedSubcontractTerms_Description"	"string"
"ContractFolderStatus - TenderingTerms - AllowedSubcontractTerms - Rate"	"TenderingTerms_AllowedSubcontractTerms_Rate"	"string"
"ContractFolderStatus - TenderingTerms - AwardingTerms - AwardingCriteria - AwardingCriteriaSubTypeCode"	"TenderingTerms_AwardingTerms_AwardingCriteria_AwardingCriteriaSubTypeCode"	"string"
"ContractFolderStatus - TenderingTerms - AwardingTerms - AwardingCriteria - AwardingCriteriaTypeCode"	"TenderingTerms_AwardingTerms_AwardingCriteria_AwardingCriteriaTypeCode"	"string"
"ContractFolderStatus - TenderingTerms - AwardingTerms - AwardingCriteria - Description"	"TenderingTerms_AwardingTerms_AwardingCriteria_Description"	"string"
"ContractFolderStatus - TenderingTerms - AwardingTerms - AwardingCriteria - Note"	"TenderingTerms_AwardingTerms_AwardingCriteria_Note"	"string"
"ContractFolderStatus - TenderingTerms - AwardingTerms - AwardingCriteria - WeightNumeric"	"TenderingTerms_AwardingTerms_AwardingCriteria_WeightNumeric"	"string"
"ContractFolderStatus - TenderingTerms - ContractExecutionRequirement - Description"	"TenderingTerms_ContractExecutionRequirement_Description"	"string"
"ContractFolderStatus - TenderingTerms - ContractExecutionRequirement - ExecutionRequirementCode"	"TenderingTerms_ContractExecutionRequirement_ExecutionRequirementCode"	"string"
"ContractFolderStatus - TenderingTerms - ContractExecutionRequirement - Name"	"TenderingTerms_ContractExecutionRequirement_Name"	"string"
"ContractFolderStatus - TenderingTerms - FundingProgramCode"	"TenderingTerms_FundingProgramCode"	"string"
"ContractFolderStatus - TenderingTerms - FundingProgram"	"TenderingTerms_FundingProgram"	"string"
"ContractFolderStatus - TenderingTerms - Language - ID"	"TenderingTerms_Language_ID"	"string"
"ContractFolderStatus - TenderingTerms - PriceRevisionFormulaDescription"	"TenderingTerms_PriceRevisionFormulaDescription"	"string"
"ContractFolderStatus - TenderingTerms - ProcurementLegislationDocumentReference - ID"	"TenderingTerms_ProcurementLegislationDocumentReference_ID"	"string"
"ContractFolderStatus - TenderingTerms - ReceivedAppealQuantity"	"TenderingTerms_ReceivedAppealQuantity"	"string"
"ContractFolderStatus - TenderingTerms - RequiredCurriculaIndicator"	"TenderingTerms_RequiredCurriculaIndicator"	"string"
"ContractFolderStatus - TenderingTerms - RequiredFinancialGuarantee - AmountRate"	"TenderingTerms_RequiredFinancialGuarantee_AmountRate"	"string"
"ContractFolderStatus - TenderingTerms - RequiredFinancialGuarantee - GuaranteeTypeCode"	"TenderingTerms_RequiredFinancialGuarantee_GuaranteeTypeCode"	"string"
"ContractFolderStatus - TenderingTerms - RequiredFinancialGuarantee - LiabilityAmount"	"TenderingTerms_RequiredFinancialGuarantee_LiabilityAmount"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - Description"	"TenderingTerms_TendererQualificationRequest_Description"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - EmployeeQuantityDescription"	"TenderingTerms_TendererQualificationRequest_EmployeeQuantityDescription"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - EmployeeQuantity"	"TenderingTerms_TendererQualificationRequest_EmployeeQuantity"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - FinancialEvaluationCriteria - Description"	"TenderingTerms_TendererQualificationRequest_FinancialEvaluationCriteria_Description"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - FinancialEvaluationCriteria - EvaluationCriteriaTypeCode"	"TenderingTerms_TendererQualificationRequest_FinancialEvaluationCriteria_EvaluationCriteriaTypeCode"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - FinancialEvaluationCriteria - ThresholdQuantity"	"TenderingTerms_TendererQualificationRequest_FinancialEvaluationCriteria_ThresholdQuantity"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - OperatingYearsDescription"	"TenderingTerms_TendererQualificationRequest_OperatingYearsDescription"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - OperatingYearsQuantity"	"TenderingTerms_TendererQualificationRequest_OperatingYearsQuantity"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - PersonalSituation"	"TenderingTerms_TendererQualificationRequest_PersonalSituation"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - RequiredBusinessClassificationScheme - ClassificationCategory - CodeValue"	"TenderingTerms_TendererQualificationRequest_RequiredBusinessClassificationScheme_ClassificationCategory_CodeValue"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - RequiredBusinessClassificationScheme - ID"	"TenderingTerms_TendererQualificationRequest_RequiredBusinessClassificationScheme_ID"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - SpecificTendererRequirement - Description"	"TenderingTerms_TendererQualificationRequest_SpecificTendererRequirement_Description"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - SpecificTendererRequirement - RequirementTypeCode"	"TenderingTerms_TendererQualificationRequest_SpecificTendererRequirement_RequirementTypeCode"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - TechnicalEvaluationCriteria - Description"	"TenderingTerms_TendererQualificationRequest_TechnicalEvaluationCriteria_Description"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - TechnicalEvaluationCriteria - EvaluationCriteriaTypeCode"	"TenderingTerms_TendererQualificationRequest_TechnicalEvaluationCriteria_EvaluationCriteriaTypeCode"	"string"
"ContractFolderStatus - TenderingTerms - TendererQualificationRequest - TechnicalEvaluationCriteria - ThresholdQuantity"	"TenderingTerms_TendererQualificationRequest_TechnicalEvaluationCriteria_ThresholdQuantity"	"string"
"ContractFolderStatus - TenderingTerms - TenderRecipientParty - EndpointID"	"TenderingTerms_TenderRecipientParty_EndpointID"	"string"
"ContractFolderStatus - TenderingTerms - VariantConstraintIndicator"	"TenderingTerms_VariantConstraintIndicator"	"string"
"ContractFolderStatus - TenderResult - AbnormallyLowTendersIndicator"	"TenderResult_AbnormallyLowTendersIndicator"	"string"
"ContractFolderStatus - TenderResult - Contract - ID"	"TenderResult_Contract_ID"	"string"
"ContractFolderStatus - TenderResult - Contract - IssueDate"	"TenderResult_Contract_IssueDate"	"string"
"ContractFolderStatus - TenderResult - Description"	"TenderResult_Description"	"string"
"ContractFolderStatus - TenderResult - EUNationalsReceivedTenderQuantity"	"TenderResult_EUNationalsReceivedTenderQuantity"	"string"
"ContractFolderStatus - TenderResult - HigherTenderAmount"	"TenderResult_HigherTenderAmount"	"string"
"ContractFolderStatus - TenderResult - LowerTenderAmount"	"TenderResult_LowerTenderAmount"	"string"
"ContractFolderStatus - TenderResult - NonEUNationalsReceivedTenderQuantity"	"TenderResult_NonEUNationalsReceivedTenderQuantity"	"string"
"ContractFolderStatus - TenderResult - SMEAwardedIndicator"	"TenderResult_SMEAwardedIndicator"	"string"
"ContractFolderStatus - TenderResult - SMEsReceivedTenderQuantity"	"TenderResult_SMEsReceivedTenderQuantity"	"string"
"ContractFolderStatus - TenderResult - StartDate"	"TenderResult_StartDate"	"string"
"ContractFolderStatus - TenderResult - SubcontractTerms - Description"	"TenderResult_SubcontractTerms_Description"	"string"
"ContractFolderStatus - TenderResult - SubcontractTerms - Rate"	"TenderResult_SubcontractTerms_Rate"	"string"
"ContractFolderStatus - TenderResult - WinningParty - PartyLegalEntity - CompanyTypeCode"	"TenderResult_WinningParty_PartyLegalEntity_CompanyTypeCode"	"string"
"ContractFolderStatus - TenderResult - WinningParty - PhysicalLocation - Address - CityName"	"TenderResult_WinningParty_PhysicalLocation_Address_CityName"	"string"
"ContractFolderStatus - TenderResult - WinningParty - PhysicalLocation - Address - Country - IdentificationCode"	"TenderResult_WinningParty_PhysicalLocation_Country_IdentificationCode"	"string"
"ContractFolderStatus - TenderResult - WinningParty - PhysicalLocation - Address - PostalZone"	"TenderResult_WinningParty_PhysicalLocation_Address_PostalZone"	"string"
"ContractFolderStatus - TenderResult - WinningParty - PhysicalLocation - CountrySubentityCode"	"TenderResult_WinningParty_PhysicalLocation_CountrySubentityCode"	"string"
"ContractFolderStatus - ValidNoticeInfo - AdditionalPublicationStatus - AdditionalPublicationDocumentReference - Attachment - ExternalReference - FileName"	"ValidNoticeInfo_AdditionalPublicationStatus_AdditionalPublicationDocumentReference_FileName"	"string"
"ContractFolderStatus - ValidNoticeInfo - AdditionalPublicationStatus - AdditionalPublicationDocumentReference - Attachment - ExternalReference - URI"	"ValidNoticeInfo_AdditionalPublicationStatus_AdditionalPublicationDocumentReference_URI"	"string"
"ContractFolderStatus - ValidNoticeInfo - AdditionalPublicationStatus - AdditionalPublicationDocumentReference - DocumentTypeCode"	"ValidNoticeInfo_AdditionalPublicationStatus_AdditionalPublicationDocumentReference_DocumentTypeCode"	"string"
"ContractFolderStatus - ValidNoticeInfo - AdditionalPublicationStatus - AdditionalPublicationRequest - AgencyID"	"ValidNoticeInfo_AdditionalPublicationStatus_AdditionalPublicationRequest_AgencyID"	"string"
"ContractFolderStatus - ValidNoticeInfo - AdditionalPublicationStatus - AdditionalPublicationRequest - SendDate"	"ValidNoticeInfo_AdditionalPublicationStatus_AdditionalPublicationRequest_SendDate"	"string"
"deleted_on"	"deleted_on"	"string"
"domain"	"domain"	"string"
"entry"	"entry"	"string"
"Estado"	"Estado"	"string"
"Fecha del Acuerdo"	"Fecha_Acuerdo"	"string"
"Fecha de Publicación"	"Fecha_Publicación"	"string"
"file name"	"file_name"	"string"
"Identificador (+ Tipo: mod schemeName)"	"Identificador"	"string"
"id"	"id"	"string"
"ID"	"ID"	"string"
"Importe con impuestos"	"Importe_con_impuestos"	"string"
"Importe sin impuestos"	"Importe_sin_impuestos"	"string"
"Importe total ofertado (con impuestos)"	"Importe_total_ofertado_con_impuestos"	"string"
"Importe total ofertado (sin impuestos)"	"Importe_total_ofertado_sin impuestos"	"string"
"Lote"	"Lote"	"string"
"Medio de Publicación"	"Medio_Publicación"	"string"
"Nombre del Adjudicatario"	"Nombre_Adjudicatario"	"string"
"Nombre"	"Nombre"	"string"
"Número de Expediente"	"Num_Expediente"	"string"
"Número de Licitadores Participantes"	"Numero_Licitadores_Participantes"	"string"
"Nümero de Lote"	"Numero_Lote"	"string"
"Objeto del Contrato"	"Objeto_Contrato"	"string"
"Objeto"	"Objeto"	"string"
"Plazo de Ejecución (Comienzo)"	"Plazo_Ejecucion_Comienzo"	"string"
"Plazo de Ejecución (Duración)"	"Plazo_Ejecucion_Duracion"	"string"
"Plazo de Ejecución (Fin)"	"Plazo_Ejecucion_Fin"	"string"
"Pliego de cláusulas administrativas"	"Pliego_clausulas_administrativas"	"string"
"Pliego de cláusulas administrativas (URI)"	"Pliego_clausulas_administrativas_URI"	"string"
"Pliego de Prescripciones técnicas"	"Pliego_Prescripciones_tecnicas"	"string"
"Pliego de Prescripciones técnicas (URI)"	"Pliego_Prescripciones_tecnicas_URI"	"string"
"Población"	"Poblacion"	"string"
"Presentación de Oferta (Fecha)"	"Presentacion_oferta_Fecha"	"string"
"Presentación de Oferta (Hora)"	"Presentacion_Oferta_Hora"	"string"
"Presentación de Oferta (Observaciones)"	"Presentacion-Oferta-Observaciones"	"string"
"Presentación de Oferta"	"Presentacion_Oferta"	"string"
"Presentación de Solicitudes (Fecha)"	"Presentacion_Solicitudes_Fecha"	"string"
"Presentación de Solicitudes (Hora)"	"Presentacion_Solicitudes_Hora"	"string"
"Presentación de Solicitudes (Observaciones)"	"Presentación de Solicitudes (Observaciones)""string"
"Presupuesto base con impuestos"	"Presupuesto_base_con_impuestos"	"string"
"Presupuesto base sin impuestos"	"Presupuesto_base_sin_impuestos"	"string"
"Resultado"	"Resultado"	"string"
"Subentidad Territorial"	"Subentidad_Territorial"	"string"
"Subtipo"	"Subtipo"	"string"
"summary"	"summary"	"string"
"Tipo de Anuncio"	"Tipo_Anuncio"	"string"
"Tipo de Contrato"	"Tipo_Contrato"	"string"
"Tipo de Procedimiento"	"Tipo_Procedimiento"	"string"
"title"	"title"	"string"
"Ubicación orgánica"	"Ubicacion_organica"	"string"
"updated"	"updated"	"date"
"URL perfil de contratante"	"URL_perfil_contratante"	"string"
"Valor estimado del contrato"	"Valor_estimado_contrato"	"string"
